centre_lat,centre_lon,sounding_count,in_box_prefilter,in_box_retrieved,months_observed,ch4_bias_corrected_ppb,within_cell_sd_ppb,weight_by_count,weight_representativeness
28.8250,116.4250,8,2031,205,3,1899.53,13.799,8,0.00338357
28.8250,116.6750,103,2067,333,8,1898.27,15.750,103,0.00390274
28.8250,116.9250,189,2050,306,8,1895.49,18.162,189,0.00299111
28.8250,117.1750,148,2019,264,7,1892.38,19.569,148,0.00257305
28.8250,117.4250,145,2049,266,7,1889.18,17.458,145,0.00321984
28.8250,117.6750,43,2028,99,5,1885.48,24.857,43,0.00156884
28.8250,117.9250,0,2055,5,0,,,0,
28.8250,118.1750,15,2052,47,6,1891.42,18.317,15,0.00255386
28.8250,118.4250,140,2033,278,8,1888.05,18.656,140,0.00282431
28.8250,118.6750,92,2014,225,8,1890.70,18.147,92,0.00295468
28.8250,118.9250,63,2040,162,7,1899.92,20.502,63,0.00230584
28.8250,119.1750,6,2073,47,4,1896.19,23.640,6,0.00143056
28.8250,119.4250,0,2042,0,0,,,0,
28.8250,119.6750,21,2055,54,6,1892.07,19.076,21,0.00247569
28.8250,119.9250,46,2040,93,6,1896.79,22.661,46,0.00188034
28.8250,120.1750,39,2056,100,4,1889.18,23.612,39,0.00172690
28.8250,120.4250,1,2051,9,1,1878.35,,1,
28.8250,120.6750,3,2045,27,1,1899.39,15.986,3,0.00186604
28.8250,120.9250,14,2057,56,5,1889.32,25.822,14,0.00137576
28.8250,121.1750,11,2034,34,5,1900.48,21.116,11,0.00191444
28.8250,121.4250,2,2083,56,2,1921.24,56.583,2,0.00027608
28.8250,121.6750,1,2068,84,1,1886.45,,1,
28.8250,121.9250,6,2027,81,2,1885.22,28.446,6,0.00105339
28.8250,122.1750,15,2074,64,4,1875.55,26.554,15,0.00131376
28.8250,122.4250,29,2049,54,3,1865.59,7.997,29,0.01075824
28.5750,114.9250,62,2039,122,4,1886.47,17.842,62,0.00301301
28.5750,115.1750,94,2065,192,6,1894.10,19.708,94,0.00251657
28.5750,115.4250,188,2037,292,7,1897.63,19.181,188,0.00268547
28.5750,115.6750,108,1999,254,5,1898.14,18.247,108,0.00293473
28.5750,115.9250,23,2076,232,5,1897.66,15.929,23,0.00344488
28.5750,116.1750,4,2024,185,3,1911.99,20.635,4,0.00157220
28.5750,116.4250,9,2022,127,4,1907.18,16.341,9,0.00277401
28.5750,116.6750,97,2063,258,6,1899.41,18.168,97,0.00295212
28.5750,116.9250,149,2056,258,6,1894.16,19.926,149,0.00248334
28.5750,117.1750,81,1997,186,6,1891.04,20.889,81,0.00223844
28.5750,117.4250,94,2043,195,6,1889.10,17.474,94,0.00318182
28.5750,117.6750,49,2062,91,5,1885.83,14.054,49,0.00465802
28.5750,117.9250,87,2044,214,7,1892.42,15.928,87,0.00379696
28.5750,118.1750,182,2045,340,8,1892.89,17.613,182,0.00317617
28.5750,118.4250,197,2046,365,8,1891.01,21.184,197,0.00220733
28.5750,118.6750,39,2043,102,5,1889.36,21.444,39,0.00207721
28.5750,118.9250,0,2048,0,0,,,0,
28.5750,119.1750,0,2029,3,0,,,0,
28.5750,119.4250,2,2080,16,2,1882.17,6.718,2,0.00214761
28.5750,119.6750,2,2036,4,1,1907.97,0.783,2,0.00237466
28.5750,119.9250,3,2082,12,3,1884.38,31.382,3,0.00079043
28.5750,120.1750,12,2040,28,4,1897.52,16.574,12,0.00290046
28.5750,120.4250,0,2020,0,0,,,0,
28.5750,120.6750,0,2086,0,0,,,0,
28.5750,120.9250,0,2029,2,0,,,0,
28.5750,121.1750,18,2047,58,4,1914.87,22.210,18,0.00185185
28.5750,121.4250,29,2053,130,4,1900.57,18.551,29,0.00267995
28.5750,121.6750,0,2097,77,0,,,0,
28.5750,121.9250,3,2019,115,2,1894.13,38.647,3,0.00056373
28.5750,122.1750,14,2036,26,2,1862.50,12.656,14,0.00454014
28.5750,122.4250,18,2067,28,3,1864.36,18.959,18,0.00246201
28.3250,114.9250,146,2047,260,7,1896.21,15.622,146,0.00400319
28.3250,115.1750,172,2068,295,7,1897.09,19.853,172,0.00250607
28.3250,115.4250,132,2034,286,6,1902.01,17.319,132,0.00326442
28.3250,115.6750,80,2002,292,6,1905.46,18.450,80,0.00284962
28.3250,115.9250,112,2054,317,7,1902.30,18.915,112,0.00273766
28.3250,116.1750,82,2036,237,5,1901.30,17.710,82,0.00308745
28.3250,116.4250,132,2057,274,7,1899.03,18.106,132,0.00299213
28.3250,116.6750,154,2027,251,6,1895.75,17.447,154,0.00322742
28.3250,116.9250,163,2055,285,7,1892.62,17.322,163,0.00327624
28.3250,117.1750,128,2043,322,6,1891.01,16.749,128,0.00348321
28.3250,117.4250,126,2026,303,7,1890.65,15.824,126,0.00389004
28.3250,117.6750,125,2039,320,8,1894.33,15.921,125,0.00384310
28.3250,117.9250,58,2070,248,7,1892.56,20.529,58,0.00229399
28.3250,118.1750,126,2057,217,7,1894.55,17.677,126,0.00313322
28.3250,118.4250,13,2030,53,5,1899.56,21.611,13,0.00188073
28.3250,118.6750,0,2037,0,0,,,0,
28.3250,118.9250,0,2013,0,0,,,0,
28.3250,119.1750,0,2068,0,0,,,0,
28.3250,119.4250,2,2059,7,2,1891.56,3.276,2,0.00231894
28.3250,119.6750,9,2042,30,3,1889.82,17.051,9,0.00260294
28.3250,119.9250,14,2059,26,4,1886.60,23.189,14,0.00167285
28.3250,120.1750,0,2067,0,0,,,0,
28.3250,120.4250,0,2003,0,0,,,0,
28.3250,120.6750,0,2062,0,0,,,0,
28.3250,120.9250,0,2039,10,0,,,0,
28.3250,121.1750,0,2072,27,0,,,0,
28.3250,121.4250,15,2037,95,5,1907.21,23.717,15,0.00161665
28.3250,121.6750,0,2082,50,0,,,0,
28.3250,121.9250,9,2021,65,3,1870.25,22.750,9,0.00163661
28.3250,122.1750,12,2042,21,1,1853.92,4.290,12,0.01130127
28.3250,122.4250,12,2072,27,2,1855.47,11.708,12,0.00482698
28.0750,114.9250,112,2047,188,7,1902.08,17.060,112,0.00334950
28.0750,115.1750,197,2035,306,8,1900.42,19.095,197,0.00271079
28.0750,115.4250,134,2070,295,8,1906.01,18.472,134,0.00287785
28.0750,115.6750,182,2017,313,7,1909.86,19.039,182,0.00272412
28.0750,115.9250,167,2000,265,8,1903.83,18.970,167,0.00274059
28.0750,116.1750,148,2075,273,6,1903.38,17.408,148,0.00323922
28.0750,116.4250,153,2041,284,6,1899.16,17.711,153,0.00313319
28.0750,116.6750,168,2045,305,6,1894.94,20.474,168,0.00235734
28.0750,116.9250,147,2047,281,6,1892.25,20.405,147,0.00236921
28.0750,117.1750,71,2005,165,5,1893.76,17.745,71,0.00306069
28.0750,117.4250,9,2025,48,4,1885.65,27.070,9,0.00121035
28.0750,117.6750,18,2043,80,5,1896.90,13.109,18,0.00457516
28.0750,117.9250,10,2053,38,4,1892.09,10.600,10,0.00508999
28.0750,118.1750,0,2055,0,0,,,0,
28.0750,118.4250,13,2070,35,5,1888.06,21.105,13,0.00196035
28.0750,118.6750,0,2033,18,0,,,0,
28.0750,118.9250,0,2012,3,0,,,0,
28.0750,119.1750,0,2069,8,0,,,0,
28.0750,119.4250,0,2024,0,0,,,0,
28.0750,119.6750,0,2064,2,0,,,0,
28.0750,119.9250,0,2037,0,0,,,0,
28.0750,120.1750,0,2095,0,0,,,0,
28.0750,120.4250,0,2038,7,0,,,0,
28.0750,120.6750,1,2004,34,1,1920.53,,1,
28.0750,120.9250,0,2081,21,0,,,0,
28.0750,121.1750,0,2056,35,0,,,0,
28.0750,121.4250,6,2073,73,3,1868.13,14.917,6,0.00275724
28.0750,121.6750,27,2056,52,5,1871.90,23.584,27,0.00170250
28.0750,121.9250,26,2028,35,3,1870.87,19.652,26,0.00238932
28.0750,122.1750,12,2041,18,2,1853.79,6.246,12,0.00916601
28.0750,122.4250,8,2039,15,3,1881.88,20.103,8,0.00196362
27.8250,114.9250,145,2040,248,7,1903.76,17.529,145,0.00319409
27.8250,115.1750,190,2047,308,8,1902.36,20.649,190,0.00232117
27.8250,115.4250,107,2063,219,6,1910.04,21.726,107,0.00208380
27.8250,115.6750,31,2010,60,5,1899.65,22.555,31,0.00186620
27.8250,115.9250,107,1986,189,5,1896.52,20.027,107,0.00244538
27.8250,116.1750,156,2046,256,6,1900.37,17.738,156,0.00312483
27.8250,116.4250,132,2065,265,5,1897.99,18.382,132,0.00290460
27.8250,116.6750,164,2069,297,6,1898.73,21.019,164,0.00223750
27.8250,116.9250,41,2034,102,4,1894.35,20.797,41,0.00220734
27.8250,117.1750,1,2029,4,1,1845.77,,1,
27.8250,117.4250,0,2008,19,0,,,0,
27.8250,117.6750,0,2042,0,0,,,0,
27.8250,117.9250,2,2028,12,2,1926.71,25.017,2,0.00095570
27.8250,118.1750,0,2069,1,0,,,0,
27.8250,118.4250,5,2059,41,3,1894.96,34.106,5,0.00075109
27.8250,118.6750,12,2059,41,6,1887.28,27.146,12,0.00123919
27.8250,118.9250,0,2031,9,0,,,0,
27.8250,119.1750,0,2018,0,0,,,0,
27.8250,119.4250,0,2073,0,0,,,0,
27.8250,119.6750,0,2043,0,0,,,0,
27.8250,119.9250,8,2066,19,2,1893.51,14.921,8,0.00305102
27.8250,120.1750,0,2066,0,0,,,0,
27.8250,120.4250,6,2015,37,3,1903.95,14.220,6,0.00292066
27.8250,120.6750,4,2011,54,2,1906.86,13.373,4,0.00257015
27.8250,120.9250,0,2056,46,0,,,0,
27.8250,121.1750,4,2086,98,3,1860.22,11.957,4,0.00283110
27.8250,121.4250,28,2068,48,4,1860.25,15.113,28,0.00386942
27.8250,121.6750,33,2047,59,3,1869.78,19.683,33,0.00242191
27.8250,121.9250,19,2057,27,3,1872.13,21.683,19,0.00194394
27.8250,122.1750,17,2033,21,2,1863.14,16.096,17,0.00324096
27.8250,122.4250,21,2066,27,3,1871.18,22.318,21,0.00185820
27.5750,114.9250,165,2046,289,7,1899.91,22.003,165,0.00204400
27.5750,115.1750,129,2064,264,6,1901.79,23.043,129,0.00186048
27.5750,115.4250,105,2035,203,6,1902.90,22.651,105,0.00191913
27.5750,115.6750,94,2036,180,6,1897.21,23.929,94,0.00171951
27.5750,115.9250,54,2021,112,5,1895.25,21.294,54,0.00213221
27.5750,116.1750,102,2031,200,5,1897.51,19.945,102,0.00246271
27.5750,116.4250,30,2043,97,4,1897.84,24.945,30,0.00153780
27.5750,116.6750,87,2061,216,5,1897.74,25.597,87,0.00150406
27.5750,116.9250,15,2059,57,4,1888.46,27.755,15,0.00121004
27.5750,117.1750,18,2039,74,3,1891.12,11.253,18,0.00576838
27.5750,117.4250,10,2016,33,3,1889.61,28.970,10,0.00108299
27.5750,117.6750,0,2028,0,0,,,0,
27.5750,117.9250,40,2059,148,6,1894.81,23.613,40,0.00172826
27.5750,118.1750,24,2038,93,6,1892.39,26.409,24,0.00136520
27.5750,118.4250,0,2038,7,0,,,0,
27.5750,118.6750,20,2103,77,5,1889.91,20.374,20,0.00218738
27.5750,118.9250,0,1991,9,0,,,0,
27.5750,119.1750,0,1995,6,0,,,0,
27.5750,119.4250,0,2054,9,0,,,0,
27.5750,119.6750,0,2074,1,0,,,0,
27.5750,119.9250,0,2064,0,0,,,0,
27.5750,120.1750,0,2032,0,0,,,0,
27.5750,120.4250,23,2043,76,5,1894.49,23.840,23,0.00165315
27.5750,120.6750,1,2042,54,1,1842.75,,1,
27.5750,120.9250,5,2020,120,2,1858.97,17.485,5,0.00211006
27.5750,121.1750,12,2051,113,3,1862.33,12.267,12,0.00453373
27.5750,121.4250,43,2061,71,3,1861.05,16.731,43,0.00333915
27.5750,121.6750,32,2084,46,3,1862.56,18.866,32,0.00261627
27.5750,121.9250,14,2054,20,3,1868.33,17.529,14,0.00272240
27.5750,122.1750,18,2030,22,3,1873.39,18.202,18,0.00264517
27.5750,122.4250,18,2049,21,3,1877.80,18.733,18,0.00251472
27.3250,114.9250,153,2060,292,8,1899.72,25.718,153,0.00149949
27.3250,115.1750,71,2062,145,7,1904.77,28.312,71,0.00122941
27.3250,115.4250,164,2054,247,7,1896.12,25.661,164,0.00150695
27.3250,115.6750,145,2011,208,5,1898.88,21.252,145,0.00218604
27.3250,115.9250,49,2034,105,4,1894.46,21.077,49,0.00216736
27.3250,116.1750,10,2018,52,4,1891.02,32.558,10,0.00087403
27.3250,116.4250,29,2065,88,4,1898.15,16.563,29,0.00329658
27.3250,116.6750,118,2042,290,7,1901.45,22.661,118,0.00192063
27.3250,116.9250,89,2054,246,5,1886.34,23.510,89,0.00177885
27.3250,117.1750,8,2090,31,3,1886.25,10.685,8,0.00456013
27.3250,117.4250,26,1975,55,4,1902.81,23.301,26,0.00173825
27.3250,117.6750,7,2029,46,2,1907.01,18.915,7,0.00209241
27.3250,117.9250,67,2049,192,6,1900.93,21.933,67,0.00202594
27.3250,118.1750,82,2063,206,6,1897.50,25.884,82,0.00147006
27.3250,118.4250,2,2056,17,1,1913.89,19.492,2,0.00124931
27.3250,118.6750,0,2036,35,0,,,0,
27.3250,118.9250,3,2046,16,3,1850.89,27.205,3,0.00097996
27.3250,119.1750,26,2017,105,6,1890.68,17.716,26,0.00288837
27.3250,119.4250,0,2041,0,0,,,0,
27.3250,119.6750,0,2061,4,0,,,0,
27.3250,119.9250,0,2066,6,0,,,0,
27.3250,120.1750,1,2060,35,1,1876.79,,1,
27.3250,120.4250,2,2030,49,2,1880.80,27.565,2,0.00084723
27.3250,120.6750,8,2039,82,4,1858.89,19.518,8,0.00205732
27.3250,120.9250,27,2031,56,4,1853.03,12.276,27,0.00549889
27.3250,121.1750,37,2080,70,2,1861.43,11.331,37,0.00661716
27.3250,121.4250,38,2055,68,2,1858.60,21.978,38,0.00197963
27.3250,121.6750,21,2058,30,4,1864.19,22.106,21,0.00189128
27.3250,121.9250,25,2101,26,4,1867.22,17.835,25,0.00284318
27.3250,122.1750,15,1998,19,3,1876.34,15.062,15,0.00353438
27.3250,122.4250,4,2025,12,2,1878.02,11.498,4,0.00292011
27.0750,114.9250,131,2084,279,8,1905.67,23.768,131,0.00175026
27.0750,115.1750,49,2045,167,6,1903.01,20.949,49,0.00219284
27.0750,115.4250,136,2060,251,5,1898.74,23.795,136,0.00174704
27.0750,115.6750,59,2077,122,4,1897.89,20.788,59,0.00224023
27.0750,115.9250,2,1995,11,2,1890.93,8.280,2,0.00204477
27.0750,116.1750,10,2007,64,3,1901.42,25.388,10,0.00137240
27.0750,116.4250,67,2047,210,6,1896.59,21.510,67,0.00210424
27.0750,116.6750,100,2056,211,7,1899.03,24.108,100,0.00169601
27.0750,116.9250,21,2056,68,4,1891.11,15.664,21,0.00350372
27.0750,117.1750,18,2056,49,4,1895.21,25.541,18,0.00143050
27.0750,117.4250,8,2019,47,3,1883.59,15.482,8,0.00290020
27.0750,117.6750,16,2014,57,3,1888.88,28.878,16,0.00112803
27.0750,117.9250,6,2036,24,4,1894.95,43.201,6,0.00049839
27.0750,118.1750,25,2045,100,5,1886.90,30.653,25,0.00102750
27.0750,118.4250,24,2068,115,5,1906.24,19.209,24,0.00247509
27.0750,118.6750,7,2060,63,5,1883.89,28.697,7,0.00105970
27.0750,118.9250,6,2014,44,4,1867.18,31.096,6,0.00090324
27.0750,119.1750,3,2025,14,3,1890.58,26.328,3,0.00102723
27.0750,119.4250,0,2014,0,0,,,0,
27.0750,119.6750,0,2090,18,0,,,0,
27.0750,119.9250,0,2037,0,0,,,0,
27.0750,120.1750,0,2072,13,0,,,0,
27.0750,120.4250,7,2072,107,3,1859.29,6.388,7,0.00621299
27.0750,120.6750,19,1995,90,5,1875.82,29.050,19,0.00112593
27.0750,120.9250,21,2055,53,4,1852.17,11.267,21,0.00598817
27.0750,121.1750,29,2026,65,4,1859.09,13.600,29,0.00467394
27.0750,121.4250,33,2085,71,4,1861.64,17.170,33,0.00312219
27.0750,121.6750,29,2054,47,4,1862.25,19.178,29,0.00252011
27.0750,121.9250,11,2067,16,3,1863.79,17.242,11,0.00267564
27.0750,122.1750,1,2037,10,1,1849.41,,1,
27.0750,122.4250,2,2032,14,1,1863.21,2.582,2,0.00234101
